user,Login Time,device
24,2023-02-09 22:06:20.021263258,60
24,2023-02-10 02:34:47.534708649,55
24,2023-02-10 03:23:50.424282479,135
24,2023-02-10 06:28:06.969806981,60
24,2023-02-10 08:39:15.354650807,55
24,2023-02-11 08:26:42.221109360,55
24,2023-02-11 08:42:30.566837509,67
24,2023-02-11 11:14:16.822132044,163
24,2023-02-11 12:32:51.265981113,1
24,2023-02-11 12:42:59.427018001,1
24,2023-02-11 14:43:39.014902827,163
24,2023-02-11 16:33:13.085605018,67
24,2023-02-12 07:44:52.390127971,55
24,2023-02-12 12:35:59.598877101,32
24,2023-02-12 12:56:01.573313163,67
24,2023-02-12 13:07:29.921521916,135
24,2023-02-12 13:56:23.762755618,60
24,2023-02-12 14:27:53.792371739,60
24,2023-02-12 14:46:05.971012034,32
123,2023-01-01 09:04:52.574540466,68
123,2023-01-01 13:27:37.000565395,68
123,2023-01-02 17:35:48.650700882,68
123,2023-01-02 22:57:15.977155929,32
123,2023-01-03 04:15:14.226527193,32
123,2023-01-03 08:12:19.765032396,68
123,2023-01-04 07:52:36.440983632,68
123,2023-01-04 09:42:35.951167644,77
123,2023-01-04 11:35:55.553502785,47
123,2023-01-04 12:24:48.758237864,99
123,2023-01-04 13:12:45.990783406,47
123,2023-01-05 09:30:42.201404094,68
123,2023-01-05 13:15:28.653803834,163
123,2023-01-06 08:00:39.913085718,68
123,2023-01-06 12:52:49.420441122,60
123,2023-01-06 15:20:38.806381108,68
123,2023-01-07 08:34:53.242365288,68
123,2023-01-08 08:51:25.058535210,68
123,2023-01-08 10:13:09.607631456,163
123,2023-01-08 11:01:37.076696380,135
123,2023-01-08 11:46:30.146330880,32
123,2023-01-08 12:44:14.884729329,163
123,2023-01-08 17:13:37.996237486,68
123,2023-01-09 08:42:55.084095252,68
123,2023-01-09 09:23:53.695268801,1
123,2023-01-09 09:58:52.584557586,120
123,2023-01-09 11:33:25.016271930,68
123,2023-01-09 11:55:54.500193072,111
123,2023-01-09 12:06:44.375514267,129
123,2023-01-09 12:26:10.214641294,67
123,2023-01-09 13:17:48.138154517,7
123,2023-01-09 14:46:44.486506743,124
123,2023-01-09 17:47:30.619578269,76
123,2023-01-10 06:48:28.638512726,122
123,2023-01-10 08:36:50.622597600,68
123,2023-01-10 11:18:20.934722408,10
123,2023-01-10 12:26:18.271794128,118
123,2023-01-10 12:43:42.708775516,43
123,2023-01-10 14:41:48.105547542,34
123,2023-01-11 08:47:25.798156512,68
123,2023-01-11 10:32:21.698899466,47
123,2023-01-11 11:17:44.509798083,68
123,2023-01-11 13:45:39.111061018,47
123,2023-01-11 14:37:20.805552165,135
123,2023-01-11 14:51:22.130905524,68
123,2023-01-11 15:10:30.228900676,77
123,2023-01-12 08:28:40.229924526,68
123,2023-01-12 16:17:55.325672768,68
123,2023-01-13 08:42:14.794419684,68
123,2023-01-14 08:16:44.496936912,68
123,2023-01-15 09:46:44.329266054,68
123,2023-01-16 09:13:34.275326634,68
123,2023-01-16 10:48:39.414247648,27
123,2023-01-16 12:50:47.302470091,60
123,2023-01-16 14:59:30.743844957,68
123,2023-01-17 18:02:04.517392464,68
123,2023-01-17 20:33:45.853746085,163
123,2023-01-17 21:49:05.492212174,27
123,2023-01-18 12:11:31.824185535,60
123,2023-01-18 16:43:45.699791142,68
123,2023-01-18 19:10:09.698205684,1
123,2023-01-18 20:24:26.621701946,47
123,2023-01-18 21:34:41.184900144,1
123,2023-01-18 23:01:40.244264764,47
123,2023-01-18 23:55:46.129351525,32
123,2023-01-19 01:01:05.236353182,27
123,2023-01-19 01:21:41.194030090,27
123,2023-01-19 02:05:46.016288812,129
123,2023-01-19 02:19:16.042706923,135
123,2023-01-19 08:00:47.429620248,68
123,2023-01-19 11:38:09.904999229,163
123,2023-01-19 13:36:56.626614344,77
123,2023-01-19 15:28:39.542253886,32
123,2023-01-19 15:53:00.969497723,32
123,2023-01-20 08:12:58.610123706,68
123,2023-01-20 12:12:37.069571153,77
123,2023-01-21 08:01:20.685590040,68
123,2023-01-23 00:43:18.434051796,67
123,2023-01-23 04:10:25.232667989,77
123,2023-01-23 08:20:25.088389494,68
123,2023-01-23 12:21:05.221913837,68
123,2023-01-24 10:06:29.525145708,68
123,2023-01-24 10:34:37.432268736,141
123,2023-01-24 11:17:21.770051543,104
123,2023-01-24 12:44:10.000712193,140
123,2023-01-24 15:30:21.356922133,42
123,2023-01-25 08:04:19.539280566,106
123,2023-01-25 08:29:57.648185850,68
123,2023-01-26 07:30:15.075402722,163
123,2023-01-26 08:54:01.140546732,68
123,2023-01-26 10:52:26.839193062,47
123,2023-01-26 11:03:10.452622671,68
123,2023-01-26 11:44:05.465094545,60
123,2023-01-26 12:43:09.572777093,27
123,2023-01-27 09:22:29.149522812,68
123,2023-01-27 12:55:49.744638716,129
123,2023-01-27 13:20:40.079414906,163
123,2023-01-27 14:30:13.155665754,1
123,2023-01-27 14:56:33.862083621,1
123,2023-01-28 08:12:13.836992094,68
123,2023-01-28 12:50:02.555820530,68
123,2023-01-29 08:46:04.821563232,68
123,2023-01-30 08:35:13.748797608,68
123,2023-01-31 08:50:57.199029198,68
123,2023-01-31 11:58:35.287529128,106
123,2023-01-31 14:43:23.700661727,77
123,2023-02-01 17:45:21.300011850,68
123,2023-02-02 08:23:24.752542812,68
123,2023-02-02 12:00:26.561818167,1
123,2023-02-02 12:24:50.826345572,68
123,2023-02-03 08:46:08.537117118,68
123,2023-02-03 15:42:32.497490446,68
123,2023-02-04 08:30:22.192855698,68
123,2023-02-05 17:12:31.126335534,68
123,2023-02-05 19:51:07.452880894,27
123,2023-02-05 20:14:43.298566678,47
123,2023-02-05 22:23:52.475841226,68
123,2023-02-06 04:34:36.212658510,32
123,2023-02-06 08:38:42.714498096,68
123,2023-02-06 10:24:42.660944244,32
123,2023-02-06 11:38:02.453110927,135
123,2023-02-06 12:50:44.045177785,27
123,2023-02-06 14:11:04.973197710,27
123,2023-02-07 09:45:07.512618468,68
123,2023-02-07 13:08:47.455275722,77
123,2023-02-07 13:42:39.564275180,77
123,2023-02-07 14:31:20.559338299,128
123,2023-02-07 20:10:18.845704155,54
123,2023-02-08 17:14:49.949872080,68
123,2023-02-08 20:32:31.237870767,123
123,2023-02-08 22:53:55.764984659,68
123,2023-02-08 23:43:14.932329791,14
123,2023-02-09 08:32:03.074407074,68
123,2023-02-10 08:14:38.732374036,106
123,2023-02-10 11:45:36.470304643,68
123,2023-02-10 15:23:32.466113363,77
123,2023-02-11 08:37:00.453522186,68
123,2023-02-12 09:25:36.386931072,1
123,2023-02-12 12:31:45.373768400,32
123,2023-02-12 12:52:32.158826578,47
123,2023-02-12 13:57:54.316890549,27
123,2023-02-12 15:00:42.002692294,60
121,2023-01-01 17:24:20.382013728,102
121,2023-01-02 08:15:44.190732510,102
121,2023-01-02 10:01:34.248318913,1
121,2023-01-02 11:52:48.858941903,99
121,2023-01-02 14:08:27.992053889,106
121,2023-01-03 08:05:08.631547848,102
121,2023-01-03 10:46:20.099274007,60
121,2023-01-03 12:25:36.839777281,27
121,2023-01-03 13:15:45.664863836,1
121,2023-01-03 14:19:35.962381886,32
121,2023-01-03 15:33:27.030441959,32
121,2023-01-04 08:10:46.343996046,102
121,2023-01-04 10:58:41.482188814,60
121,2023-01-04 12:48:32.083650171,67
121,2023-01-05 08:00:55.090118640,102
121,2023-01-06 08:57:29.365982370,102
121,2023-01-06 09:16:13.512500920,102
121,2023-01-06 13:33:46.557701724,106
121,2023-01-07 18:38:25.801361730,102
121,2023-01-07 19:28:52.385358154,102
121,2023-01-08 01:44:50.272245825,102
121,2023-01-08 08:09:12.165661050,102
121,2023-01-08 11:13:46.557591359,1
121,2023-01-08 11:49:10.832069411,106
121,2023-01-08 14:33:51.910430897,1
121,2023-01-09 09:06:52.579554576,102
121,2023-01-09 10:23:49.395005170,60
121,2023-01-09 11:20:04.045870555,60
121,2023-01-09 12:04:23.012386197,102
121,2023-01-09 12:48:54.355234870,1
121,2023-01-10 08:32:35.034541242,102
121,2023-01-10 10:15:18.174139234,102
121,2023-01-11 08:39:34.002710832,102
121,2023-01-11 14:16:38.252749516,102
121,2023-01-12 09:47:02.254979310,102
121,2023-01-13 11:44:00.902924949,77
121,2023-01-13 12:49:00.443794677,99
121,2023-01-14 08:38:07.372258326,102
121,2023-01-14 11:51:58.324601608,102
121,2023-01-14 17:03:14.631144672,102
121,2023-01-15 07:47:01.325482284,102
121,2023-01-15 12:17:14.423517193,106
121,2023-01-15 14:02:17.417395939,99
121,2023-01-16 08:51:45.186824934,102
121,2023-01-16 11:23:39.986137229,99
121,2023-01-16 12:10:48.339309403,99
121,2023-01-16 13:01:35.080615578,77
121,2023-01-17 09:43:13.973186772,102
121,2023-01-17 10:03:05.080726927,94
121,2023-01-17 10:28:19.697466928,133
121,2023-01-17 11:09:32.753812469,30
121,2023-01-17 12:00:22.707634730,60
121,2023-01-17 13:05:23.365400933,60
121,2023-01-17 15:41:58.850952659,135
121,2023-01-17 15:54:42.903221096,1
121,2023-01-18 08:39:18.175851930,102
121,2023-01-18 09:36:15.597653610,135
121,2023-01-18 11:44:08.103290257,60
121,2023-01-18 15:49:08.365635673,60
121,2023-01-19 07:55:37.021071618,102
121,2023-01-19 10:48:20.551554561,77
121,2023-01-19 11:37:24.004287584,77
121,2023-01-19 11:48:38.310950285,102
121,2023-01-19 12:39:40.479531982,102
121,2023-01-20 08:20:01.253585904,102
121,2023-01-20 10:15:41.803429052,67
121,2023-01-20 12:57:55.870851005,163
121,2023-01-20 13:14:44.635305707,106
121,2023-01-20 13:27:00.991146241,129
121,2023-01-20 13:39:30.938109834,106
121,2023-01-20 14:36:22.531295211,60
121,2023-01-21 08:47:18.520651740,102
121,2023-01-21 09:56:35.676592436,102
121,2023-01-22 09:20:27.606173448,102
121,2023-01-23 09:17:17.778990114,102
121,2023-01-23 10:34:48.669996490,135
121,2023-01-23 11:10:20.281149264,99
121,2023-01-23 12:09:12.633849870,27
121,2023-01-23 13:20:40.333384295,106
121,2023-01-23 17:01:54.891201179,163
121,2023-01-24 08:04:16.286763869,102
121,2023-01-24 12:38:34.657436770,102
121,2023-01-25 17:21:50.065873536,102
121,2023-01-26 02:45:21.330612929,102
121,2023-01-26 09:05:38.422745712,102
121,2023-01-26 11:46:21.548394383,77
121,2023-01-26 14:03:27.983251747,77
121,2023-01-27 08:09:59.255843670,102
121,2023-01-27 11:34:27.202270891,102
121,2023-01-27 14:59:04.530844811,102
121,2023-01-28 17:09:41.812293702,102
121,2023-01-28 19:03:33.539847101,56
121,2023-01-29 01:39:47.076652370,102
121,2023-01-29 04:58:35.255501097,60
121,2023-01-29 08:03:41.001132462,102
121,2023-01-29 10:49:24.348430973,32
121,2023-01-29 13:32:02.118266928,1
121,2023-01-29 13:45:54.828783483,47
121,2023-01-30 08:00:24.051218360,27
121,2023-01-30 13:04:56.513536583,163
121,2023-01-30 14:40:16.994667268,27
121,2023-01-31 09:01:19.306342050,102
121,2023-02-01 08:27:13.322846235,67
121,2023-02-01 09:24:02.544151104,102
121,2023-02-01 10:42:10.535947298,151
121,2023-02-01 10:58:14.771056137,50
121,2023-02-01 12:01:48.577680313,42
121,2023-02-01 15:03:39.233335113,40
121,2023-02-02 08:44:04.852849515,27
121,2023-02-02 08:58:38.168554878,102
121,2023-02-02 12:16:33.030071926,60
121,2023-02-03 08:44:44.850724782,102
121,2023-02-03 10:54:05.329509383,129
121,2023-02-03 11:10:31.537950993,135
121,2023-02-03 12:38:25.244108811,163
121,2023-02-03 13:18:30.027895070,163
121,2023-02-04 09:02:15.827536122,102
121,2023-02-05 08:44:35.582289456,102
121,2023-02-05 09:17:06.184181358,102
121,2023-02-05 16:13:22.541462057,102
121,2023-02-06 08:42:07.079144574,102
121,2023-02-06 17:14:27.683812351,77
121,2023-02-07 08:13:28.389441582,102
121,2023-02-07 13:04:15.558762048,77
121,2023-02-07 13:41:08.321823744,99
121,2023-02-08 08:13:54.156844362,102
121,2023-02-08 13:58:56.443981985,102
121,2023-02-09 08:35:34.427758620,102
121,2023-02-09 09:13:54.517506026,163
121,2023-02-09 12:03:05.265395033,129
121,2023-02-09 13:00:34.651163271,47
121,2023-02-09 13:52:34.560369265,163
121,2023-02-09 14:04:42.059444821,129
121,2023-02-09 15:42:26.317836709,67
121,2023-02-10 08:41:40.942501224,102
121,2023-02-10 11:55:14.881079461,129
121,2023-02-10 12:59:31.602984132,106
121,2023-02-10 14:43:55.965776798,60
121,2023-02-10 15:57:05.895799950,77
121,2023-02-11 08:35:06.641835523,27
121,2023-02-11 09:31:35.125198902,102
121,2023-02-11 10:17:07.573670416,32
121,2023-02-11 11:08:57.110776465,102
121,2023-02-11 11:56:28.210037201,129
121,2023-02-11 12:52:13.228214014,60
121,2023-02-11 13:19:34.230194484,27
121,2023-02-11 13:39:50.326434348,67
121,2023-02-12 09:09:48.760366986,102
121,2023-02-12 10:54:18.882791924,37
121,2023-02-12 11:15:48.688814439,102
121,2023-02-12 12:21:09.214164539,102
97,2023-01-01 08:20:45.603786870,128
97,2023-01-03 08:06:56.791827384,128
97,2023-01-04 06:37:58.443958589,60
97,2023-01-04 09:05:24.209149314,128
97,2023-01-04 10:48:57.030756726,35
97,2023-01-04 13:34:00.377358760,47
97,2023-01-04 14:08:51.630508459,105
97,2023-01-05 09:26:19.238593752,128
97,2023-01-05 11:31:13.902341585,144
97,2023-01-05 12:35:27.628883789,24
97,2023-01-05 13:24:17.608494511,131
97,2023-01-05 14:03:59.511067240,142
97,2023-01-05 14:33:01.575476842,63
97,2023-01-06 08:47:30.040605420,128
97,2023-01-06 09:51:26.672070692,47
97,2023-01-06 11:04:34.976352304,27
97,2023-01-06 17:59:31.172029400,99
97,2023-01-09 08:27:16.755254490,128
97,2023-01-09 10:54:10.274458498,128
97,2023-01-09 11:58:41.282432100,163
97,2023-01-09 14:05:41.090823303,32
97,2023-01-09 17:31:40.807024633,60
97,2023-01-10 08:53:07.670915141,128
97,2023-01-10 09:39:12.353566710,163
97,2023-01-10 13:09:02.460748833,1
97,2023-01-10 13:32:57.602353771,47
97,2023-01-10 15:53:25.536233007,47
97,2023-01-11 08:53:53.536512211,163
97,2023-01-11 11:27:13.989354652,129
97,2023-01-11 13:39:56.296375903,135
97,2023-01-11 15:51:15.340898178,135
97,2023-01-12 08:07:53.369834802,128
97,2023-01-12 09:39:38.792708796,128
97,2023-01-12 12:20:13.324535898,128
97,2023-01-13 08:23:49.896654210,128
97,2023-01-13 11:03:09.687707178,128
97,2023-01-13 12:27:59.156862964,76
97,2023-01-13 13:17:44.802944717,128
97,2023-01-13 13:33:20.345583026,165
97,2023-01-13 14:36:11.213741211,128
97,2023-01-14 08:26:52.178672682,128
97,2023-01-14 08:58:04.808853777,128
97,2023-01-14 10:46:57.279422619,135
97,2023-01-14 11:19:04.603804268,165
97,2023-01-14 12:58:02.450066401,47
97,2023-01-14 14:34:37.270819508,129
97,2023-01-14 15:48:21.444968619,133
97,2023-01-15 08:19:53.268787044,128
97,2023-01-15 11:16:07.530633846,128
97,2023-01-15 11:26:46.931242082,105
97,2023-01-15 11:56:48.256388779,29
97,2023-01-15 13:10:13.931872730,130
97,2023-01-16 08:07:35.161988220,128
97,2023-01-17 08:30:04.253599836,128
97,2023-01-17 10:09:24.180744926,47
97,2023-01-19 08:23:39.286147206,128
97,2023-01-19 08:59:55.593426835,119
97,2023-01-19 11:30:04.195395077,128
97,2023-01-19 12:40:50.383248935,119
97,2023-01-19 13:01:29.629410615,128
97,2023-01-19 13:55:25.827142469,137
97,2023-01-19 16:30:59.793864381,74
97,2023-01-20 06:22:56.812825533,106
97,2023-01-20 08:00:01.217993256,128
97,2023-01-20 11:06:33.940201361,128
97,2023-01-21 07:09:05.189429968,32
97,2023-01-21 12:38:26.777867234,47
97,2023-01-22 08:00:21.376016994,128
97,2023-01-22 09:31:12.480265592,86
97,2023-01-22 12:26:13.623052646,128
97,2023-01-23 08:51:11.712054798,128
97,2023-01-23 09:04:18.935285001,100
97,2023-01-23 10:42:08.024790502,67
97,2023-01-23 11:36:48.399587842,23
97,2023-01-23 12:45:51.236213834,143
97,2023-01-23 14:28:03.827615532,166
97,2023-01-23 15:09:03.089540712,129
97,2023-01-24 08:06:44.229203848,128
97,2023-01-24 08:33:36.231415116,128
97,2023-01-25 08:12:00.349302942,128
97,2023-01-26 08:11:44.128906224,128
97,2023-01-26 11:08:52.600423995,99
97,2023-01-26 14:24:06.770467315,128
97,2023-01-28 08:14:06.799958142,128
97,2023-01-28 14:05:27.559896863,128
97,2023-01-28 15:32:42.824009553,128
97,2023-01-28 15:48:49.132962635,19
97,2023-01-29 07:21:51.223268020,12
97,2023-01-29 08:37:11.579997378,128
97,2023-01-29 09:36:41.342374114,32
97,2023-01-29 10:29:48.805765860,32
97,2023-01-29 11:39:50.126106245,60
97,2023-01-29 12:34:18.752493381,22
97,2023-01-29 13:28:11.372247249,130
97,2023-01-29 13:48:41.325808769,154
97,2023-01-29 17:21:44.620742405,170
97,2023-01-30 08:18:37.191649092,128
97,2023-01-30 11:08:11.699830025,128
97,2023-01-30 14:02:18.824011545,77
97,2023-01-31 09:11:19.725965190,128
97,2023-01-31 12:23:30.635276457,27
97,2023-01-31 13:53:50.133598286,27
97,2023-01-31 16:35:16.287369874,163
97,2023-02-01 08:20:52.458449304,128
97,2023-02-02 09:28:30.370926186,128
97,2023-02-03 07:44:10.714744272,128
97,2023-02-03 08:45:22.690610631,119
97,2023-02-03 09:42:51.166124943,126
97,2023-02-03 10:40:28.690869172,144
97,2023-02-03 11:40:56.468976304,22
97,2023-02-04 09:05:20.643299856,128
97,2023-02-04 12:15:46.408744465,77
97,2023-02-04 12:38:31.167684085,128
97,2023-02-06 10:27:58.493077034,110
97,2023-02-06 13:13:30.967246790,155
97,2023-02-06 14:55:40.083386231,107
97,2023-02-10 08:20:25.407523326,128
97,2023-02-11 07:55:46.861146870,128
97,2023-02-11 08:18:50.485847707,57
97,2023-02-11 10:59:30.486602621,67
97,2023-02-11 11:55:09.761752231,32
97,2023-02-11 12:52:25.333368060,114
97,2023-02-11 14:04:07.529718985,91
97,2023-02-11 14:33:35.791312970,128
97,2023-02-11 14:46:13.890269849,32
97,2023-02-11 17:53:09.774672286,77
97,2023-02-12 08:41:09.610545906,128
97,2023-02-12 11:19:17.924099453,13
97,2023-02-12 13:17:43.885788598,128
97,2023-02-12 17:30:36.522165556,163
63,2023-01-01 08:01:50.785416258,94
63,2023-01-01 13:38:33.826745056,94
63,2023-01-02 07:35:20.804727222,90
63,2023-01-02 08:09:25.529921334,94
63,2023-01-02 10:04:54.218509687,33
63,2023-01-02 12:26:22.628922570,106
63,2023-01-02 12:38:11.163654701,3
63,2023-01-03 08:25:35.242184328,94
63,2023-01-03 11:56:07.975565327,32
63,2023-01-03 13:27:34.968249215,94
63,2023-01-03 13:59:06.375779666,67
63,2023-01-03 14:18:44.134494889,129
63,2023-01-04 07:56:33.595825206,94
63,2023-01-06 08:08:11.300157150,94
63,2023-01-06 12:04:24.434915713,129
63,2023-01-06 13:20:34.511345446,27
63,2023-01-06 14:13:25.745360996,60
63,2023-01-07 08:33:25.600378512,94
63,2023-01-07 09:13:30.664847500,94
63,2023-01-07 12:19:40.849117393,77
63,2023-01-07 12:38:38.067882960,156
63,2023-01-07 15:45:39.268670071,94
63,2023-01-08 08:58:02.326680540,94
63,2023-01-08 11:46:20.487824403,20
63,2023-01-08 13:06:31.809259665,100
63,2023-01-09 09:13:57.367334580,94
63,2023-01-10 08:47:42.108730278,94
63,2023-01-10 10:50:45.129939571,137
63,2023-01-10 16:53:56.558224703,49
63,2023-01-11 07:56:22.475171012,138
63,2023-01-11 09:25:06.223325016,94
63,2023-01-11 10:21:13.884569497,49
63,2023-01-11 10:55:07.070692643,35
63,2023-01-11 12:46:22.785386966,163
63,2023-01-13 08:52:11.301377082,94
63,2023-01-14 06:51:12.476067200,108
63,2023-01-14 08:17:20.184263748,94
63,2023-01-14 12:16:35.322175318,12
63,2023-01-14 14:34:17.089983231,106
63,2023-01-15 08:41:23.388574518,94
63,2023-01-15 11:41:50.836151938,99
63,2023-01-15 12:37:22.714579393,94
63,2023-01-16 07:54:50.441868186,94
63,2023-01-17 09:19:49.315170852,94
63,2023-01-18 08:09:11.675524410,94
63,2023-01-18 08:50:10.249722293,135
63,2023-01-18 11:24:08.141615162,106
63,2023-01-18 16:48:54.568813014,94
63,2023-01-19 08:49:03.420576264,94
63,2023-01-20 08:40:17.859380298,94
63,2023-01-20 13:23:25.263412576,94
63,2023-01-22 08:24:36.375052992,94
63,2023-01-22 09:28:11.897103592,67
63,2023-01-22 11:16:03.554612503,135
63,2023-01-22 12:29:55.398562838,1
63,2023-01-22 14:54:59.455150430,27
63,2023-01-24 08:48:04.525446468,94
63,2023-01-25 08:47:32.510706260,67
63,2023-01-25 09:09:53.001555792,32
63,2023-01-25 10:17:58.595983452,1
63,2023-01-25 12:05:28.272470551,32
63,2023-01-25 13:33:29.606683883,67
63,2023-01-25 14:32:31.970843689,60
63,2023-01-25 15:26:26.340514716,135
63,2023-01-26 08:58:52.920419220,94
63,2023-01-26 11:31:09.155337606,99
63,2023-01-27 08:45:05.793964074,94
63,2023-01-27 10:53:13.558969268,129
63,2023-01-27 13:37:05.369471003,135
63,2023-01-31 09:15:40.936037670,94
63,2023-01-31 10:08:26.065965849,67
63,2023-01-31 11:36:43.023277100,163
63,2023-01-31 12:28:37.214009295,27
63,2023-01-31 12:48:58.132614012,163
63,2023-01-31 13:07:46.476019849,94
63,2023-01-31 14:29:34.468240374,32
63,2023-01-31 16:04:39.516875941,27
63,2023-02-03 07:55:14.147719200,94
