user,Login Time,device
138,2023-01-23 08:20:25.088389494,28
138,2023-01-23 12:21:05.221913837,28
138,2023-01-24 10:06:29.525145708,28
138,2023-01-24 10:34:37.432268736,118
138,2023-01-24 11:17:21.770051543,101
138,2023-01-24 12:44:10.000712193,168
138,2023-01-24 15:30:21.356922133,115
138,2023-01-25 08:04:19.539280566,64
138,2023-01-25 08:29:57.648185850,28
138,2023-01-26 07:30:15.075402722,10
138,2023-01-26 08:54:01.140546732,28
138,2023-01-26 10:52:26.839193062,116
138,2023-01-26 11:03:10.452622671,28
138,2023-01-26 11:44:05.465094545,106
138,2023-01-26 12:43:09.572777093,139
138,2023-01-27 09:22:29.149522812,28
138,2023-01-27 12:55:49.744638716,22
138,2023-01-27 13:20:40.079414906,10
138,2023-01-27 14:30:13.155665754,142
138,2023-01-27 14:56:33.862083621,142
138,2023-01-28 08:12:13.836992094,28
138,2023-01-28 12:50:02.555820530,28
138,2023-01-29 08:46:04.821563232,28
138,2023-01-30 08:35:13.748797608,28
138,2023-01-31 08:50:57.199029198,28
138,2023-01-31 11:58:35.287529128,64
138,2023-01-31 14:43:23.700661727,9
138,2023-02-01 17:45:21.300011850,28
138,2023-02-02 08:23:24.752542812,28
138,2023-02-02 12:00:26.561818167,142
138,2023-02-02 12:24:50.826345572,28
138,2023-02-03 08:46:08.537117118,28
138,2023-02-03 15:42:32.497490446,28
138,2023-02-04 08:30:22.192855698,28
138,2023-02-05 17:12:31.126335534,28
138,2023-02-05 19:51:07.452880894,139
138,2023-02-05 20:14:43.298566678,116
138,2023-02-05 22:23:52.475841226,28
138,2023-02-06 04:34:36.212658510,108
138,2023-02-06 08:38:42.714498096,28
138,2023-02-06 10:24:42.660944244,108
138,2023-02-06 11:38:02.453110927,21
138,2023-02-06 12:50:44.045177785,139
138,2023-02-06 14:11:04.973197710,139
138,2023-02-07 09:45:07.512618468,28
138,2023-02-07 13:08:47.455275722,9
138,2023-02-07 13:42:39.564275180,9
138,2023-02-07 14:31:20.559338299,130
138,2023-02-07 20:10:18.845704155,126
138,2023-02-08 17:14:49.949872080,28
138,2023-02-08 20:32:31.237870767,154
138,2023-02-08 22:53:55.764984659,28
138,2023-02-08 23:43:14.932329791,47
138,2023-02-09 08:32:03.074407074,28
138,2023-02-10 08:14:38.732374036,64
138,2023-02-10 11:45:36.470304643,28
138,2023-02-10 15:23:32.466113363,9
138,2023-02-11 08:37:00.453522186,28
138,2023-02-12 09:25:36.386931072,142
138,2023-02-12 12:31:45.373768400,108
138,2023-02-12 12:52:32.158826578,116
138,2023-02-12 13:57:54.316890549,139
138,2023-02-12 15:00:42.002692294,106
140,2023-01-01 17:24:20.382013728,80
140,2023-01-02 08:15:44.190732510,80
140,2023-01-02 10:01:34.248318913,142
140,2023-01-02 11:52:48.858941903,88
140,2023-01-02 14:08:27.992053889,64
140,2023-01-03 08:05:08.631547848,80
140,2023-01-03 10:46:20.099274007,106
140,2023-01-03 12:25:36.839777281,139
140,2023-01-03 13:15:45.664863836,142
140,2023-01-03 14:19:35.962381886,108
140,2023-01-03 15:33:27.030441959,108
140,2023-01-04 08:10:46.343996046,80
140,2023-01-04 10:58:41.482188814,106
140,2023-01-04 12:48:32.083650171,81
140,2023-01-05 08:00:55.090118640,80
140,2023-01-06 08:57:29.365982370,80
140,2023-01-06 09:16:13.512500920,80
140,2023-01-06 13:33:46.557701724,64
140,2023-01-07 18:38:25.801361730,80
140,2023-01-07 19:28:52.385358154,80
140,2023-01-08 01:44:50.272245825,80
140,2023-01-08 08:09:12.165661050,80
140,2023-01-08 11:13:46.557591359,142
140,2023-01-08 11:49:10.832069411,64
140,2023-01-08 14:33:51.910430897,142
140,2023-01-09 09:06:52.579554576,80
140,2023-01-09 10:23:49.395005170,106
140,2023-01-09 11:20:04.045870555,106
140,2023-01-09 12:04:23.012386197,80
140,2023-01-09 12:48:54.355234870,142
140,2023-01-10 08:32:35.034541242,80
140,2023-01-10 10:15:18.174139234,80
140,2023-01-11 08:39:34.002710832,80
140,2023-01-11 14:16:38.252749516,80
140,2023-01-12 09:47:02.254979310,80
140,2023-01-13 11:44:00.902924949,9
140,2023-01-13 12:49:00.443794677,88
140,2023-01-14 08:38:07.372258326,80
140,2023-01-14 11:51:58.324601608,80
140,2023-01-14 17:03:14.631144672,80
140,2023-01-15 07:47:01.325482284,80
140,2023-01-15 12:17:14.423517193,64
140,2023-01-15 14:02:17.417395939,88
140,2023-01-16 08:51:45.186824934,80
140,2023-01-16 11:23:39.986137229,88
140,2023-01-16 12:10:48.339309403,88
140,2023-01-16 13:01:35.080615578,9
140,2023-01-17 09:43:13.973186772,80
140,2023-01-17 10:03:05.080726927,14
140,2023-01-17 10:28:19.697466928,8
140,2023-01-17 11:09:32.753812469,16
140,2023-01-17 12:00:22.707634730,106
140,2023-01-17 13:05:23.365400933,106
140,2023-01-17 15:41:58.850952659,21
140,2023-01-17 15:54:42.903221096,142
140,2023-01-18 08:39:18.175851930,80
140,2023-01-18 09:36:15.597653610,21
140,2023-01-18 11:44:08.103290257,106
140,2023-01-18 15:49:08.365635673,106
140,2023-01-19 07:55:37.021071618,80
140,2023-01-19 10:48:20.551554561,9
140,2023-01-19 11:37:24.004287584,9
140,2023-01-19 11:48:38.310950285,80
140,2023-01-19 12:39:40.479531982,80
140,2023-01-20 08:20:01.253585904,80
140,2023-01-20 10:15:41.803429052,81
140,2023-01-20 12:57:55.870851005,10
140,2023-01-20 13:14:44.635305707,64
140,2023-01-20 13:27:00.991146241,22
140,2023-01-20 13:39:30.938109834,64
140,2023-01-20 14:36:22.531295211,106
140,2023-01-21 08:47:18.520651740,80
140,2023-01-21 09:56:35.676592436,80
140,2023-01-22 09:20:27.606173448,80
140,2023-01-23 09:17:17.778990114,80
140,2023-01-23 10:34:48.669996490,21
140,2023-01-23 11:10:20.281149264,88
140,2023-01-23 12:09:12.633849870,139
140,2023-01-23 13:20:40.333384295,64
140,2023-01-23 17:01:54.891201179,10
140,2023-01-24 08:04:16.286763869,80
140,2023-01-24 12:38:34.657436770,80
140,2023-01-25 17:21:50.065873536,80
140,2023-01-26 02:45:21.330612929,80
140,2023-01-26 09:05:38.422745712,80
140,2023-01-26 11:46:21.548394383,9
140,2023-01-26 14:03:27.983251747,9
140,2023-01-27 08:09:59.255843670,80
140,2023-01-27 11:34:27.202270891,80
140,2023-01-27 14:59:04.530844811,80
140,2023-01-28 17:09:41.812293702,80
140,2023-01-28 19:03:33.539847101,136
140,2023-01-29 01:39:47.076652370,80
140,2023-01-29 04:58:35.255501097,106
140,2023-01-29 08:03:41.001132462,80
140,2023-01-29 10:49:24.348430973,108
140,2023-01-29 13:32:02.118266928,142
140,2023-01-29 13:45:54.828783483,116
140,2023-01-30 08:00:24.051218360,139
140,2023-01-30 13:04:56.513536583,10
140,2023-01-30 14:40:16.994667268,139
140,2023-01-31 09:01:19.306342050,80
140,2023-02-01 08:27:13.322846235,81
140,2023-02-01 09:24:02.544151104,80
140,2023-02-01 10:42:10.535947298,33
140,2023-02-01 10:58:14.771056137,7
140,2023-02-01 12:01:48.577680313,115
140,2023-02-01 15:03:39.233335113,94
140,2023-02-02 08:44:04.852849515,139
140,2023-02-02 08:58:38.168554878,80
140,2023-02-02 12:16:33.030071926,106
140,2023-02-03 08:44:44.850724782,80
140,2023-02-03 10:54:05.329509383,22
140,2023-02-03 11:10:31.537950993,21
140,2023-02-03 12:38:25.244108811,10
140,2023-02-03 13:18:30.027895070,10
140,2023-02-04 09:02:15.827536122,80
140,2023-02-05 08:44:35.582289456,80
140,2023-02-05 09:17:06.184181358,80
140,2023-02-05 16:13:22.541462057,80
140,2023-02-06 08:42:07.079144574,80
140,2023-02-06 17:14:27.683812351,9
140,2023-02-07 08:13:28.389441582,80
140,2023-02-07 13:04:15.558762048,9
140,2023-02-07 13:41:08.321823744,88
140,2023-02-08 08:13:54.156844362,80
140,2023-02-08 13:58:56.443981985,80
140,2023-02-09 08:35:34.427758620,80
140,2023-02-09 09:13:54.517506026,10
140,2023-02-09 12:03:05.265395033,22
140,2023-02-09 13:00:34.651163271,116
140,2023-02-09 13:52:34.560369265,10
140,2023-02-09 14:04:42.059444821,22
140,2023-02-09 15:42:26.317836709,81
140,2023-02-10 08:41:40.942501224,80
140,2023-02-10 11:55:14.881079461,22
140,2023-02-10 12:59:31.602984132,64
140,2023-02-10 14:43:55.965776798,106
140,2023-02-10 15:57:05.895799950,9
140,2023-02-11 08:35:06.641835523,139
140,2023-02-11 09:31:35.125198902,80
140,2023-02-11 10:17:07.573670416,108
140,2023-02-11 11:08:57.110776465,80
140,2023-02-11 11:56:28.210037201,22
140,2023-02-11 12:52:13.228214014,106
140,2023-02-11 13:19:34.230194484,139
140,2023-02-11 13:39:50.326434348,81
140,2023-02-12 09:09:48.760366986,80
140,2023-02-12 10:54:18.882791924,102
140,2023-02-12 11:15:48.688814439,80
140,2023-02-12 12:21:09.214164539,80
99,2023-01-01 08:20:45.603786870,130
99,2023-01-03 08:06:56.791827384,130
99,2023-01-04 06:37:58.443958589,106
99,2023-01-04 09:05:24.209149314,130
99,2023-01-04 10:48:57.030756726,121
99,2023-01-04 13:34:00.377358760,116
99,2023-01-04 14:08:51.630508459,151
99,2023-01-05 09:26:19.238593752,130
99,2023-01-05 11:31:13.902341585,112
99,2023-01-05 12:35:27.628883789,127
99,2023-01-05 13:24:17.608494511,124
99,2023-01-05 14:03:59.511067240,82
99,2023-01-05 14:33:01.575476842,61
99,2023-01-06 08:47:30.040605420,130
99,2023-01-06 09:51:26.672070692,116
99,2023-01-06 11:04:34.976352304,139
99,2023-01-06 17:59:31.172029400,88
99,2023-01-09 08:27:16.755254490,130
99,2023-01-09 10:54:10.274458498,130
99,2023-01-09 11:58:41.282432100,10
99,2023-01-09 14:05:41.090823303,108
99,2023-01-09 17:31:40.807024633,106
99,2023-01-10 08:53:07.670915141,130
99,2023-01-10 09:39:12.353566710,10
99,2023-01-10 13:09:02.460748833,142
99,2023-01-10 13:32:57.602353771,116
99,2023-01-10 15:53:25.536233007,116
99,2023-01-11 08:53:53.536512211,10
99,2023-01-11 11:27:13.989354652,22
99,2023-01-11 13:39:56.296375903,21
99,2023-01-11 15:51:15.340898178,21
99,2023-01-12 08:07:53.369834802,130
99,2023-01-12 09:39:38.792708796,130
99,2023-01-12 12:20:13.324535898,130
99,2023-01-13 08:23:49.896654210,130
99,2023-01-13 11:03:09.687707178,130
99,2023-01-13 12:27:59.156862964,129
99,2023-01-13 13:17:44.802944717,130
99,2023-01-13 13:33:20.345583026,56
99,2023-01-13 14:36:11.213741211,130
99,2023-01-14 08:26:52.178672682,130
99,2023-01-14 08:58:04.808853777,130
99,2023-01-14 10:46:57.279422619,21
99,2023-01-14 11:19:04.603804268,56
99,2023-01-14 12:58:02.450066401,116
99,2023-01-14 14:34:37.270819508,22
99,2023-01-14 15:48:21.444968619,8
99,2023-01-15 08:19:53.268787044,130
99,2023-01-15 11:16:07.530633846,130
99,2023-01-15 11:26:46.931242082,151
99,2023-01-15 11:56:48.256388779,12
99,2023-01-15 13:10:13.931872730,89
99,2023-01-16 08:07:35.161988220,130
99,2023-01-17 08:30:04.253599836,130
99,2023-01-17 10:09:24.180744926,116
99,2023-01-19 08:23:39.286147206,130
99,2023-01-19 08:59:55.593426835,79
99,2023-01-19 11:30:04.195395077,130
99,2023-01-19 12:40:50.383248935,79
99,2023-01-19 13:01:29.629410615,130
99,2023-01-19 13:55:25.827142469,166
99,2023-01-19 16:30:59.793864381,66
99,2023-01-20 06:22:56.812825533,64
99,2023-01-20 08:00:01.217993256,130
99,2023-01-20 11:06:33.940201361,130
99,2023-01-21 07:09:05.189429968,108
99,2023-01-21 12:38:26.777867234,116
99,2023-01-22 08:00:21.376016994,130
99,2023-01-22 09:31:12.480265592,4
99,2023-01-22 12:26:13.623052646,130
99,2023-01-23 08:51:11.712054798,130
99,2023-01-23 09:04:18.935285001,163
99,2023-01-23 10:42:08.024790502,81
99,2023-01-23 11:36:48.399587842,131
99,2023-01-23 12:45:51.236213834,143
99,2023-01-23 14:28:03.827615532,91
99,2023-01-23 15:09:03.089540712,22
99,2023-01-24 08:06:44.229203848,130
99,2023-01-24 08:33:36.231415116,130
99,2023-01-25 08:12:00.349302942,130
99,2023-01-26 08:11:44.128906224,130
99,2023-01-26 11:08:52.600423995,88
99,2023-01-26 14:24:06.770467315,130
99,2023-01-28 08:14:06.799958142,130
99,2023-01-28 14:05:27.559896863,130
99,2023-01-28 15:32:42.824009553,130
99,2023-01-28 15:48:49.132962635,141
99,2023-01-29 07:21:51.223268020,3
99,2023-01-29 08:37:11.579997378,130
99,2023-01-29 09:36:41.342374114,108
99,2023-01-29 10:29:48.805765860,108
99,2023-01-29 11:39:50.126106245,106
99,2023-01-29 12:34:18.752493381,103
99,2023-01-29 13:28:11.372247249,89
99,2023-01-29 13:48:41.325808769,114
99,2023-01-29 17:21:44.620742405,140
99,2023-01-30 08:18:37.191649092,130
99,2023-01-30 11:08:11.699830025,130
99,2023-01-30 14:02:18.824011545,9
99,2023-01-31 09:11:19.725965190,130
99,2023-01-31 12:23:30.635276457,139
99,2023-01-31 13:53:50.133598286,139
99,2023-01-31 16:35:16.287369874,10
99,2023-02-01 08:20:52.458449304,130
99,2023-02-02 09:28:30.370926186,130
99,2023-02-03 07:44:10.714744272,130
99,2023-02-03 08:45:22.690610631,79
99,2023-02-03 09:42:51.166124943,156
99,2023-02-03 10:40:28.690869172,112
99,2023-02-03 11:40:56.468976304,103
99,2023-02-04 09:05:20.643299856,130
99,2023-02-04 12:15:46.408744465,9
99,2023-02-04 12:38:31.167684085,130
99,2023-02-06 10:27:58.493077034,162
99,2023-02-06 13:13:30.967246790,123
99,2023-02-06 14:55:40.083386231,155
99,2023-02-10 08:20:25.407523326,130
99,2023-02-11 07:55:46.861146870,130
99,2023-02-11 08:18:50.485847707,18
99,2023-02-11 10:59:30.486602621,81
99,2023-02-11 11:55:09.761752231,108
99,2023-02-11 12:52:25.333368060,111
99,2023-02-11 14:04:07.529718985,70
99,2023-02-11 14:33:35.791312970,130
99,2023-02-11 14:46:13.890269849,108
99,2023-02-11 17:53:09.774672286,9
99,2023-02-12 08:41:09.610545906,130
99,2023-02-12 11:19:17.924099453,43
99,2023-02-12 13:17:43.885788598,130
99,2023-02-12 17:30:36.522165556,10
67,2023-01-01 08:01:50.785416258,14
67,2023-01-01 13:38:33.826745056,14
67,2023-01-02 07:35:20.804727222,17
67,2023-01-02 08:09:25.529921334,14
67,2023-01-02 10:04:54.218509687,157
67,2023-01-02 12:26:22.628922570,64
67,2023-01-02 12:38:11.163654701,90
67,2023-01-03 08:25:35.242184328,14
67,2023-01-03 11:56:07.975565327,108
67,2023-01-03 13:27:34.968249215,14
67,2023-01-03 13:59:06.375779666,81
67,2023-01-03 14:18:44.134494889,22
67,2023-01-04 07:56:33.595825206,14
67,2023-01-06 08:08:11.300157150,14
67,2023-01-06 12:04:24.434915713,22
67,2023-01-06 13:20:34.511345446,139
67,2023-01-06 14:13:25.745360996,106
67,2023-01-07 08:33:25.600378512,14
67,2023-01-07 09:13:30.664847500,14
67,2023-01-07 12:19:40.849117393,9
67,2023-01-07 12:38:38.067882960,46
67,2023-01-07 15:45:39.268670071,14
67,2023-01-08 08:58:02.326680540,14
67,2023-01-08 11:46:20.487824403,120
67,2023-01-08 13:06:31.809259665,163
67,2023-01-09 09:13:57.367334580,14
67,2023-01-10 08:47:42.108730278,14
67,2023-01-10 10:50:45.129939571,166
67,2023-01-10 16:53:56.558224703,144
67,2023-01-11 07:56:22.475171012,38
67,2023-01-11 09:25:06.223325016,14
67,2023-01-11 10:21:13.884569497,144
67,2023-01-11 10:55:07.070692643,121
67,2023-01-11 12:46:22.785386966,10
67,2023-01-13 08:52:11.301377082,14
67,2023-01-14 06:51:12.476067200,60
67,2023-01-14 08:17:20.184263748,14
67,2023-01-14 12:16:35.322175318,3
67,2023-01-14 14:34:17.089983231,64
67,2023-01-15 08:41:23.388574518,14
67,2023-01-15 11:41:50.836151938,88
67,2023-01-15 12:37:22.714579393,14
67,2023-01-16 07:54:50.441868186,14
67,2023-01-17 09:19:49.315170852,14
67,2023-01-18 08:09:11.675524410,14
67,2023-01-18 08:50:10.249722293,21
67,2023-01-18 11:24:08.141615162,64
67,2023-01-18 16:48:54.568813014,14
67,2023-01-19 08:49:03.420576264,14
67,2023-01-20 08:40:17.859380298,14
67,2023-01-20 13:23:25.263412576,14
67,2023-01-22 08:24:36.375052992,14
67,2023-01-22 09:28:11.897103592,81
67,2023-01-22 11:16:03.554612503,21
67,2023-01-22 12:29:55.398562838,142
67,2023-01-22 14:54:59.455150430,139
67,2023-01-24 08:48:04.525446468,14
67,2023-01-25 08:47:32.510706260,81
67,2023-01-25 09:09:53.001555792,108
67,2023-01-25 10:17:58.595983452,142
67,2023-01-25 12:05:28.272470551,108
67,2023-01-25 13:33:29.606683883,81
67,2023-01-25 14:32:31.970843689,106
67,2023-01-25 15:26:26.340514716,21
67,2023-01-26 08:58:52.920419220,14
67,2023-01-26 11:31:09.155337606,88
67,2023-01-27 08:45:05.793964074,14
67,2023-01-27 10:53:13.558969268,22
67,2023-01-27 13:37:05.369471003,21
67,2023-01-31 09:15:40.936037670,14
67,2023-01-31 10:08:26.065965849,81
67,2023-01-31 11:36:43.023277100,10
67,2023-01-31 12:28:37.214009295,139
67,2023-01-31 12:48:58.132614012,10
67,2023-01-31 13:07:46.476019849,14
67,2023-01-31 14:29:34.468240374,108
67,2023-01-31 16:04:39.516875941,139
67,2023-02-03 07:55:14.147719200,14
