eventSource,eventType,eventTypeDisplayName,risk,eventSeverity,srcIpAddr,srcIpPort,ipProto,destIpAddr,destIpPort,reptDevIpAddr,user,deviceTime,recvTime
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.17,,192.168.167.17,,2024-05-31 20:30:04,2024-05-31 20:30:00
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.17,,192.168.167.17,,2024-05-31 20:30:03,2024-05-31 20:30:00
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.19,,192.168.167.19,,2024-05-31 20:30:05,2024-05-31 20:30:01
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 23:06:28,2024-06-01 23:06:24
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 23:06:28,2024-06-01 23:06:24
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 23:06:28,2024-06-01 23:06:24
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.190.1,,192.168.190.1,,2024-05-31 20:30:08,2024-05-31 20:30:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:01,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:01,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.190.1,,192.168.190.1,,2024-05-31 20:30:09,2024-05-31 20:30:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.190.1,,192.168.190.1,,2024-05-31 20:30:09,2024-05-31 20:30:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.190.1,,192.168.190.1,,2024-05-31 20:30:08,2024-05-31 20:30:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:01,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:01,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:01,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.190.1,,192.168.190.1,,2024-05-31 20:30:09,2024-05-31 20:30:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:07,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:07,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:01,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 20:30:01,2024-05-31 20:30:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 15:52:54,2024-06-01 15:53:52
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 15:52:54,2024-06-01 15:53:52
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 15:52:54,2024-06-01 15:53:52
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.16,,192.168.167.16,,2024-06-01 15:52:55,2024-06-01 15:53:55
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 20:31:01,2024-05-31 20:30:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 01:39:04,2024-05-31 01:39:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 01:39:04,2024-05-31 01:39:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-05-30 22:02:01,2024-05-30 22:01:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-06-01 23:07:01,2024-06-01 23:07:02
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-06-01 15:52:57,2024-06-01 15:54:00
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 02:10:20,2024-06-01 02:10:16
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 02:10:20,2024-06-01 02:10:16
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-05-30 22:01:59,2024-05-30 22:01:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.19,,192.168.167.19,,2024-06-01 23:07:05,2024-06-01 23:07:01
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.19,,192.168.167.19,,2024-06-01 23:07:05,2024-06-01 23:07:01
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 01:39:04,2024-05-31 01:39:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 03:23:01,2024-05-31 03:23:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 03:23:01,2024-05-31 03:23:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 03:24:01,2024-05-31 03:23:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-05-31 13:42:01,2024-05-31 13:41:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 00:57:10,2024-06-02 00:57:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 00:57:10,2024-06-02 00:57:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 00:57:10,2024-06-02 00:57:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.14,,192.168.167.14,,2024-06-01 15:52:58,2024-06-01 15:54:00
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 23:56:41,2024-06-01 23:56:37
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 23:56:41,2024-06-01 23:56:37
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 23:56:41,2024-06-01 23:56:37
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 18:08:22,2024-06-01 18:08:18
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 18:08:22,2024-06-01 18:08:18
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-01 18:09:11,2024-06-01 18:08:19
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 19:05:17,2024-05-31 19:04:25
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-30 22:02:01,2024-05-30 22:02:02
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-30 22:02:01,2024-05-30 22:02:02
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-01 18:09:12,2024-06-01 18:08:20
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-06-01 05:33:30,2024-06-01 05:33:37
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-06-01 05:33:30,2024-06-01 05:33:37
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 18:28:31,2024-06-01 18:28:28
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.166.5,,192.168.166.5,,2024-06-01 18:28:31,2024-06-01 18:28:27
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 18:28:32,2024-06-01 18:28:28
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 18:28:32,2024-06-01 18:28:28
Unix,Generic-Unix-systemd,Generic-Unix-systemd,6,6,,,,192.168.172.22,,192.168.172.22,,2024-06-01 10:55:39,2024-06-01 10:56:11
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 10:55:39,2024-06-01 10:56:11
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 03:45:50,2024-06-01 03:45:46
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 03:45:50,2024-06-01 03:45:46
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 10:24:01,2024-05-31 10:23:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-05-31 06:56:01,2024-05-31 06:55:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-05-31 06:56:01,2024-05-31 06:55:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 00:57:10,2024-06-02 00:57:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 00:57:10,2024-06-02 00:57:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-06-02 00:57:01,2024-06-02 00:57:08
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.14,,192.168.167.14,,2024-05-31 11:58:58,2024-05-31 11:58:54
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-05-31 11:59:01,2024-05-31 11:58:56
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.242.101,,192.168.242.101,,2024-06-02 02:38:01,2024-06-02 02:38:13
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-05-31 19:04:28,2024-05-31 19:04:26
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.15,,192.168.167.15,,2024-05-31 19:51:53,2024-05-31 19:51:49
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-05-31 08:36:27,2024-05-31 08:36:25
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-06-01 23:07:07,2024-06-01 23:07:04
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 23:07:09,2024-06-01 23:07:05
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 13:42:01,2024-05-31 13:42:04
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.18,,192.168.167.18,,2024-05-31 21:10:20,2024-05-31 21:10:16
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 14:41:01,2024-05-31 14:40:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-01 18:09:14,2024-06-01 18:08:22
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.16,,192.168.167.16,,2024-06-01 18:08:26,2024-06-01 18:08:22
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-02 04:30:15,2024-06-02 04:29:23
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 01:40:11,2024-05-31 01:39:19
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 01:40:12,2024-05-31 01:39:20
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.16,,192.168.167.16,,2024-05-31 03:23:16,2024-05-31 03:23:12
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-05-31 03:23:16,2024-05-31 03:23:13
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-30 22:03:01,2024-05-30 22:02:09
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-06-02 00:57:01,2024-06-02 00:57:08
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-02 00:58:01,2024-06-02 00:57:09
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-02 00:58:01,2024-06-02 00:57:09
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 18:28:31,2024-06-01 18:28:28
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 18:28:31,2024-06-01 18:28:28
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.166.5,,192.168.166.5,,2024-06-01 18:28:32,2024-06-01 18:28:28
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.166.5,,192.168.166.5,,2024-06-01 18:28:32,2024-06-01 18:28:28
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 14:06:48,2024-06-01 14:06:44
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 14:06:48,2024-06-01 14:06:44
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-05-31 10:23:13,2024-05-31 10:23:11
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.166.7,,192.168.166.7,,2024-05-31 20:31:01,2024-05-31 20:30:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.166.7,,192.168.166.7,,2024-05-31 20:31:01,2024-05-31 20:30:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 13:44:01,2024-05-31 13:43:09
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-02 05:27:01,2024-06-02 05:26:13
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-02 05:27:01,2024-06-02 05:26:13
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 05:26:14,2024-06-02 05:26:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.19,,192.168.167.19,,2024-06-01 05:34:15,2024-06-01 05:34:11
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.16,,192.168.167.16,,2024-05-31 06:56:05,2024-05-31 06:56:01
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.242.101,,192.168.242.101,,2024-06-02 02:38:01,2024-06-02 02:38:13
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 02:38:18,2024-06-02 02:38:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 02:38:18,2024-06-02 02:38:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 02:38:18,2024-06-02 02:38:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-05-31 21:10:21,2024-05-31 21:10:17
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-05-31 21:10:21,2024-05-31 21:10:17
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 04:29:31,2024-06-02 04:29:27
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-01 09:59:12,2024-06-01 09:58:20
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-01 09:59:12,2024-06-01 09:58:20
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 11:18:01,2024-05-31 11:18:06
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 15:21:58,2024-06-01 15:23:03
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.19,,192.168.167.19,,2024-05-31 19:04:35,2024-05-31 19:04:31
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.19,,192.168.167.19,,2024-05-31 19:04:35,2024-05-31 19:04:31
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.19,,192.168.167.19,,2024-05-31 19:04:35,2024-05-31 19:04:31
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.6,,192.168.242.6,,2024-05-31 21:59:01,2024-05-31 21:58:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-05-31 21:59:03,2024-05-31 21:58:58
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-06-01 23:08:01,2024-06-01 23:07:08
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 12:00:20,2024-05-31 12:00:29
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 12:00:20,2024-05-31 12:00:29
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 07:32:49,2024-06-02 07:34:04
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 07:32:49,2024-06-02 07:34:04
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-05-30 22:59:55,2024-05-30 22:59:53
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 07:44:50,2024-05-31 07:44:54
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 07:44:50,2024-05-31 07:44:54
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 07:44:50,2024-05-31 07:44:54
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-05-30 21:10:01,2024-05-30 21:09:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-05-30 21:10:01,2024-05-30 21:09:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-05-30 21:10:01,2024-05-30 21:09:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-06-01 07:46:01,2024-06-01 07:46:32
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 19:52:01,2024-05-31 19:52:05
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 19:52:01,2024-05-31 19:52:05
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-06-01 03:46:43,2024-06-01 03:46:40
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 23:40:15,2024-05-31 23:39:23
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.14,,192.168.167.14,,2024-05-31 23:39:28,2024-05-31 23:39:24
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-05-31 23:39:30,2024-05-31 23:39:25
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-05-31 23:39:30,2024-05-31 23:39:25
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-05-31 23:39:30,2024-05-31 23:39:25
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.172.18,,192.168.172.18,,2024-05-31 23:39:28,2024-05-31 23:39:25
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-05-31 23:39:30,2024-05-31 23:39:25
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 02:10:31,2024-06-01 02:10:26
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-06-01 02:11:01,2024-06-01 02:11:05
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-06-01 23:57:01,2024-06-01 23:56:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-06-01 23:57:01,2024-06-01 23:56:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.161.3,,192.168.161.3,,2024-06-01 23:57:01,2024-06-01 23:56:57
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 23:57:02,2024-06-01 23:56:58
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 07:35:02,2024-06-02 07:35:55
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 07:35:02,2024-06-02 07:35:55
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.242.101,,192.168.242.101,,2024-06-01 05:34:01,2024-06-01 05:34:13
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.242.101,,192.168.242.101,,2024-06-01 05:34:01,2024-06-01 05:34:13
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.242.101,,192.168.242.101,,2024-06-01 05:34:01,2024-06-01 05:34:13
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-05-31 21:10:22,2024-05-31 21:10:17
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 07:46:02,2024-06-01 07:46:32
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.16,,192.168.167.16,,2024-06-01 21:25:59,2024-06-01 21:25:54
Unix,Generic-Unix-systemd,Generic-Unix-systemd,4,6,,,,192.168.167.18,,192.168.167.18,,2024-06-01 21:26:00,2024-06-01 21:25:55
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 02:35:01,2024-05-31 02:34:09
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 07:44:50,2024-05-31 07:44:54
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 11:19:01,2024-05-31 11:18:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 11:19:01,2024-05-31 11:18:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 15:21:59,2024-06-01 15:23:03
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.6,,192.168.242.6,,2024-06-01 15:22:01,2024-06-01 15:23:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.6,,192.168.242.6,,2024-06-01 15:22:01,2024-06-01 15:23:07
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 03:25:01,2024-05-31 03:24:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,7,6,,,,192.168.172.10,,192.168.172.10,,2024-05-31 03:25:01,2024-05-31 03:24:10
Unix,Generic-Unix-systemd,Generic-Unix-systemd,2,6,,,,127.0.0.1,,127.0.0.1,,2024-05-31 03:24:01,2024-05-31 03:24:09
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 05:26:14,2024-06-02 05:26:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-02 05:26:14,2024-06-02 05:26:14
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 10:55:49,2024-06-01 10:56:32
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 10:55:49,2024-06-01 10:56:32
Unix,Generic-Unix-systemd,Generic-Unix-systemd,3,6,,,,192.168.242.50,,192.168.242.50,,2024-06-01 10:55:49,2024-06-01 10:56:32
